2023-07-25 05:05:39,774 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 29.0
2023-12-27 05:28:37,438 - Message didn't contain expected 'uplink_message.frm_payload' field
2023-12-27 05:28:37,439 - {'end_device_ids': {'device_id': 'eui-8cf95720000b8c4c', 'application_ids': {'application_id': 'ifempto'}, 'dev_eui': '8CF95720000B8C4C', 'join_eui': '526973696E674846', 'dev_addr': '27FEC4E0'}, 'correlation_ids': ['gs:uplink:01HJMVY11WSTX1ERH8NJ4VA6HH'], 'received_at': '2023-12-27T05:28:37.392474399Z', 'uplink_message': {'session_key_id': 'AYkkhB9u5MvKvGvIALeVQA==', 'f_cnt': 998, 'rx_metadata': [{'gateway_ids': {'gateway_id': 'eui-7076ff007906001d', 'eui': '7076FF007906001D'}, 'time': '2023-12-27T05:28:37.125267Z', 'timestamp': 2203090666, 'rssi': -84, 'channel_rssi': -84, 'snr': 12.8, 'uplink_token': 'CiIKIAoUZXVpLTcwNzZmZjAwNzkwNjAwMWQSCHB2/wB5BgAdEOr9wZoIGgsIheyurAYQkLfqVSCQhL+Tj+Yd', 'channel_index': 1, 'received_at': '2023-12-27T05:28:37.180001680Z'}], 'settings': {'data_rate': {'lora': {'bandwidth': 125000, 'spreading_factor': 7, 'coding_rate': '4/5'}}, 'frequency': '902500000', 'timestamp': 2203090666, 'time': '2023-12-27T05:28:37.125267Z'}, 'received_at': '2023-12-27T05:28:37.180707604Z', 'consumed_airtime': '0.046336s', 'network_ids': {'net_id': '000013', 'ns_id': 'EC656E00001022C1', 'tenant_id': 'scalldigital', 'cluster_id': 'nam1', 'cluster_address': 'nam1.cloud.thethings.industries', 'tenant_address': 'scalldigital.nam1.cloud.thethings.industries'}}}
2023-12-27 08:49:25,962 - ---- MQTT process End -------
2023-12-27 11:28:26,837 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-12-27 13:09:09,423 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2023-12-27 13:09:20,605 - Message didn't contain expected 'uplink_message.frm_payload' field
2023-12-27 13:09:20,606 - {'end_device_ids': {'device_id': 'eui-8cf95720000b778e', 'application_ids': {'application_id': 'ifempto'}, 'dev_eui': '8CF95720000B778E', 'join_eui': '526973696E674846', 'dev_addr': '27FEC4EB'}, 'correlation_ids': ['gs:uplink:01HJNP9M6S6G2RRDMVB7JWP9N9'], 'received_at': '2023-12-27T13:09:20.559703458Z', 'uplink_message': {'session_key_id': 'AYkmKRqZNDmDJ08W2ikn2Q==', 'f_cnt': 1002, 'rx_metadata': [{'gateway_ids': {'gateway_id': 'eui-7076ff007906001d', 'eui': '7076FF007906001D'}, 'time': '2023-12-27T13:09:20.166907Z', 'timestamp': 460686362, 'rssi': -71, 'channel_rssi': -71, 'snr': 13, 'uplink_token': 'CiIKIAoUZXVpLTcwNzZmZjAwNzkwNjAwMWQSCHB2/wB5BgAdEJqI1tsBGgsIgMSwrAYQnM3FZyCQi7CYtJ4k', 'channel_index': 5, 'received_at': '2023-12-27T13:09:20.217147036Z'}], 'settings': {'data_rate': {'lora': {'bandwidth': 125000, 'spreading_factor': 7, 'coding_rate': '4/5'}}, 'frequency': '903300000', 'timestamp': 460686362, 'time': '2023-12-27T13:09:20.166907Z'}, 'received_at': '2023-12-27T13:09:20.217899970Z', 'consumed_airtime': '0.046336s', 'network_ids': {'net_id': '000013', 'ns_id': 'EC656E00001022C1', 'tenant_id': 'scalldigital', 'cluster_id': 'nam1', 'cluster_address': 'nam1.cloud.thethings.industries', 'tenant_address': 'scalldigital.nam1.cloud.thethings.industries'}}}
2023-12-28 08:54:27,727 - ---- MQTT process End -------
2023-12-28 13:09:10,619 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2023-12-28 13:14:54,403 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1549300.0
2023-12-28 13:15:30,990 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-12-28 17:28:27,824 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-12-28 19:09:10,979 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2023-12-28 19:14:54,647 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1552100.0
2023-12-28 19:15:31,205 - Failed to parse payload: '14'
2023-12-28 23:28:27,957 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-12-29 01:09:11,200 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2023-12-29 01:14:54,889 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1554900.0
2023-12-29 01:15:07,823 - Message didn't contain expected 'uplink_message.frm_payload' field
2023-12-29 01:15:07,823 - {'end_device_ids': {'device_id': 'eui-8cf95720000b7813', 'application_ids': {'application_id': 'ifempto'}, 'dev_eui': '8CF95720000B7813', 'join_eui': '526973696E674846', 'dev_addr': '27FEC4EB'}, 'correlation_ids': ['gs:uplink:01HJSJ79XMC7489A6A8RC9KKMN'], 'received_at': '2023-12-29T01:15:07.779828026Z', 'uplink_message': {'session_key_id': 'AYkt6TJhLVI7+5F7S+/+Lw==', 'f_cnt': 993, 'rx_metadata': [{'gateway_ids': {'gateway_id': 'eui-7076ff007906001d', 'eui': '7076FF007906001D'}, 'time': '2023-12-29T01:15:07.529541Z', 'timestamp': 1847674017, 'rssi': -95, 'channel_rssi': -95, 'snr': -1.2, 'uplink_token': 'CiIKIAoUZXVpLTcwNzZmZjAwNzkwNjAwMWQSCHB2/wB5BgAdEKGJhfEGGgwIm7u4rAYQvMT+kAIg6KnQj+PsQQ==', 'channel_index': 7, 'received_at': '2023-12-29T01:15:07.572498492Z'}], 'settings': {'data_rate': {'lora': {'bandwidth': 125000, 'spreading_factor': 7, 'coding_rate': '4/5'}}, 'frequency': '903700000', 'timestamp': 1847674017, 'time': '2023-12-29T01:15:07.529541Z'}, 'received_at': '2023-12-29T01:15:07.575061548Z', 'consumed_airtime': '0.046336s', 'network_ids': {'net_id': '000013', 'ns_id': 'EC656E00001022C1', 'tenant_id': 'scalldigital', 'cluster_id': 'nam1', 'cluster_address': 'nam1.cloud.thethings.industries', 'tenant_address': 'scalldigital.nam1.cloud.thethings.industries'}}}
2023-12-29 08:59:29,397 - ---- MQTT process End -------
2023-12-29 11:28:28,374 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-12-29 13:09:11,852 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2023-12-29 13:14:55,124 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1558000.0
2023-12-29 13:15:31,567 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-12-29 17:28:28,586 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-12-29 19:09:12,184 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2023-12-29 19:14:54,971 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1559400.0000000002
2023-12-29 19:15:31,780 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-12-29 23:28:28,731 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-12-30 01:09:12,425 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2023-12-30 01:14:55,089 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1560700.0
2023-12-30 01:15:31,993 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-12-30 05:06:43,025 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-12-30 05:16:00,732 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-12-30 05:28:28,900 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-12-30 05:48:14,441 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2023-12-30 05:49:09,996 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1562000.0
2023-12-30 07:09:12,673 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2023-12-30 07:14:55,332 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1562400.0
2023-12-30 07:15:31,955 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-12-30 09:04:31,260 - ---- MQTT process End -------
2023-12-30 11:28:29,130 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-12-30 13:09:13,040 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2023-12-30 13:14:55,427 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1563900.0
2023-12-30 13:15:32,296 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-12-30 17:28:29,342 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-12-30 19:09:13,363 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2023-12-30 19:14:55,534 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1565400.0
2023-12-30 19:15:32,317 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-12-30 23:28:29,504 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-12-31 01:09:13,615 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2023-12-31 01:14:55,640 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1566800.0
2023-12-31 01:15:32,567 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-12-31 05:06:43,587 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-12-31 05:16:01,518 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-12-31 05:28:29,684 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-12-31 05:48:15,653 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2023-12-31 05:49:10,698 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1568000.0
2023-12-31 07:09:13,890 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2023-12-31 07:14:55,888 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1568400.0
2023-12-31 07:15:32,546 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-12-31 09:09:33,188 - ---- MQTT process End -------
2023-12-31 11:28:29,894 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-12-31 13:09:14,244 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2023-12-31 13:14:55,889 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1570000.0
2023-12-31 13:15:32,731 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-12-31 17:28:30,135 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-12-31 19:09:14,562 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2023-12-31 19:14:55,998 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1572300.0
2023-12-31 19:15:32,894 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-12-31 23:28:30,284 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2024-01-01 01:09:14,790 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2024-01-01 01:14:56,089 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1574100.0
2024-01-01 01:15:33,128 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2024-01-01 05:06:44,177 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2024-01-01 05:28:30,423 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2024-01-01 05:48:16,812 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2024-01-01 05:49:10,883 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1575400.0
2024-01-01 07:09:15,071 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2024-01-01 07:14:56,222 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1575800.0
2024-01-01 07:15:33,101 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2024-01-01 09:14:35,085 - ---- MQTT process End -------
2024-01-01 11:28:30,625 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2024-01-01 13:09:15,385 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2024-01-01 13:14:56,335 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1577300.0
2024-01-01 13:15:33,259 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2024-01-01 17:28:30,827 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2024-01-01 19:09:15,702 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2024-01-01 19:14:56,431 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1578800.0
2024-01-01 19:15:33,544 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2024-01-01 23:28:30,970 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2024-01-02 01:09:15,894 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2024-01-02 01:14:56,401 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1580200.0
2024-01-02 01:15:33,500 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2024-01-02 05:06:44,678 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2024-01-02 05:16:02,719 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2024-01-02 05:28:31,138 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2024-01-02 05:48:17,930 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2024-01-02 05:49:11,582 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1581600.0
2024-01-02 07:09:16,178 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2024-01-02 07:14:56,642 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1582000.0
2024-01-02 07:15:33,613 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2024-01-02 09:19:36,796 - ---- MQTT process End -------
2024-01-02 11:28:31,327 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2024-01-02 13:09:16,468 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2024-01-02 13:14:56,623 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1583600.0
2024-01-02 13:15:33,769 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2024-01-02 17:28:31,496 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2024-01-02 19:09:16,743 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2024-01-02 19:14:56,739 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1585000.0
2024-01-02 19:15:33,949 - Failed to parse payload: '14'
2024-01-02 23:28:31,656 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2024-01-03 01:09:16,949 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2024-01-03 01:14:57,115 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1586600.0
2024-01-03 01:15:34,018 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2024-01-03 05:06:45,185 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2024-01-03 05:16:03,381 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2024-01-03 05:28:31,815 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2024-01-03 05:28:42,461 - Message didn't contain expected 'uplink_message.frm_payload' field
2024-01-03 05:28:42,462 - {'end_device_ids': {'device_id': 'eui-8cf95720000b8c4c', 'application_ids': {'application_id': 'ifempto'}, 'dev_eui': '8CF95720000B8C4C', 'join_eui': '526973696E674846', 'dev_addr': '27FEC4E0'}, 'correlation_ids': ['gs:uplink:01HK6WQ6TX93N42PBWCD42TJ9C'], 'received_at': '2024-01-03T05:28:42.417877309Z', 'uplink_message': {'session_key_id': 'AYkkhB9u5MvKvGvIALeVQA==', 'f_cnt': 1036, 'rx_metadata': [{'gateway_ids': {'gateway_id': 'eui-7076ff007906001d', 'eui': '7076FF007906001D'}, 'time': '2024-01-03T05:28:42.019390Z', 'timestamp': 903406351, 'rssi': -84, 'channel_rssi': -84, 'snr': 11.8, 'uplink_token': 'CiIKIAoUZXVpLTcwNzZmZjAwNzkwNjAwMWQSCHB2/wB5BgAdEI/G464DGgsIiuHTrAYQzqboJCCY5du5pbEi', 'channel_index': 4, 'received_at': '2024-01-03T05:28:39.973651382Z'}], 'settings': {'data_rate': {'lora': {'bandwidth': 125000, 'spreading_factor': 7, 'coding_rate': '4/5'}}, 'frequency': '903100000', 'timestamp': 903406351, 'time': '2024-01-03T05:28:42.019390Z'}, 'received_at': '2024-01-03T05:28:42.077937581Z', 'consumed_airtime': '0.046336s', 'network_ids': {'net_id': '000013', 'ns_id': 'EC656E00001022C1', 'tenant_id': 'scalldigital', 'cluster_id': 'nam1', 'cluster_address': 'nam1.cloud.thethings.industries', 'tenant_address': 'scalldigital.nam1.cloud.thethings.industries'}}}
2024-01-03 09:24:38,683 - ---- MQTT process End -------
2024-01-03 11:28:32,022 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2024-01-03 13:09:17,568 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2024-01-03 13:09:28,682 - Message didn't contain expected 'uplink_message.frm_payload' field
2024-01-03 13:09:28,682 - {'end_device_ids': {'device_id': 'eui-8cf95720000b778e', 'application_ids': {'application_id': 'ifempto'}, 'dev_eui': '8CF95720000B778E', 'join_eui': '526973696E674846', 'dev_addr': '27FEC4EB'}, 'correlation_ids': ['gs:uplink:01HK7Q2WZ9C482154PFFN6KZJZ'], 'received_at': '2024-01-03T13:09:28.636046012Z', 'uplink_message': {'session_key_id': 'AYkmKRqZNDmDJ08W2ikn2Q==', 'f_cnt': 1040, 'rx_metadata': [{'gateway_ids': {'gateway_id': 'eui-7076ff007906001d', 'eui': '7076FF007906001D'}, 'time': '2024-01-03T13:09:28.113857Z', 'timestamp': 2837398620, 'rssi': -74, 'channel_rssi': -74, 'snr': 14, 'uplink_token': 'CiIKIAoUZXVpLTcwNzZmZjAwNzkwNjAwMWQSCHB2/wB5BgAdENyI/cgKGgsIiLnVrAYQvsP7UCDgjoyRytco', 'received_at': '2024-01-03T13:09:28.169796030Z'}], 'settings': {'data_rate': {'lora': {'bandwidth': 125000, 'spreading_factor': 7, 'coding_rate': '4/5'}}, 'frequency': '902300000', 'timestamp': 2837398620, 'time': '2024-01-03T13:09:28.113857Z'}, 'received_at': '2024-01-03T13:09:28.300634894Z', 'consumed_airtime': '0.046336s', 'network_ids': {'net_id': '000013', 'ns_id': 'EC656E00001022C1', 'tenant_id': 'scalldigital', 'cluster_id': 'nam1', 'cluster_address': 'nam1.cloud.thethings.industries', 'tenant_address': 'scalldigital.nam1.cloud.thethings.industries'}}}
2024-01-04 09:29:40,561 - ---- MQTT process End -------
2024-01-04 11:28:32,719 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2024-01-04 13:09:18,657 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2024-01-04 13:14:57,514 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1596200.0
2024-01-04 13:15:34,923 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2024-01-04 17:28:32,904 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2024-01-04 19:09:18,949 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2024-01-04 19:14:57,768 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1601100.0
2024-01-04 19:15:34,934 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2024-01-04 23:28:33,042 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2024-01-05 01:09:19,166 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3500.0000000000005
2024-01-05 01:14:57,876 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1609600.0
2024-01-05 01:15:05,581 - Message didn't contain expected 'uplink_message.frm_payload' field
